num	corr_ew	true_corr_ew	corr_dr	true_corr_dr	snr
0	0.9999999999921885	-0.06124572778664258	0.21825393569400434	0.7524967282454657	1.5618362371774128
1	0.9999999999833973	-0.4054384150478009	0.1493463761321624	0.7037012243344769	1.303819137162922
2	-0.9999999998953812	0.14954477969875915	-0.04778404803705061	0.6168212857399366	1.214856267690058
3	-0.9999999999991627	0.288568549118887	-0.6921589475351447	0.6184005326633237	1.22122817805744
4	-0.9999999999966034	-0.10078734296499568	-0.3190304824324214	0.857474370177878	1.2746890190795777
5	-0.9999999995770322	0.12769023716172112	-0.04029107366644684	0.870522810153044	1.4705290686875385
6	0.9999999999961465	-0.05236927322551501	0.19772791693697883	0.7912514921777422	1.5493823554269588
7	-0.9999999999426004	0.16674889013586972	-0.040831700120408154	0.7107516051388759	1.4685835071162925
8	0.9999999999922801	-0.061017068794557386	0.03769817523927486	0.8733894535446229	1.3094650800123966
9	0.9999999999969515	0.15343624988704915	0.16884532789565954	0.8881778674838672	1.2758943218699264
10	-0.9999999999903079	0.2108969915447742	-0.30185110756130556	0.7069474100209644	1.3494654468251912
11	0.9999999946944005	-0.14994291856387842	0.35965344324805476	0.7589951694047998	1.420593899269313
12	0.9999999999909825	-0.19528626840329338	0.26992184004037534	0.8290933903457556	1.2207015743104144
13	0.9999999999988549	-0.20435825995350607	0.21756566882019504	0.8498535346501795	1.6350668017888534
14	-0.9999999999954508	0.01641023242454628	-0.2470622218639304	0.8275421044352288	0.9828342516257957
15	-0.9999999999955712	-0.008195505548770224	-0.3296996632798423	0.6444065773507336	1.5426487178681105
16	-0.9999999999974788	0.35179037410148484	0.16708030084230155	0.8051088759138566	1.674631047554602
17	-0.9999999999933433	-0.19446659323418505	-0.27408668436140127	0.7595109632437157	1.4461654201636869
18	0.9999999999781299	0.09775015722987071	0.24694741134463485	0.9161524127594647	1.6554503946807715
19	-0.9999999983190742	0.12232538862249699	-0.1116589005905262	0.7762774745678341	1.2494607684566883
20	0.99999999999866	0.2105341681728482	0.15895512170204543	0.769589149903029	1.4817209173067085
21	-0.9999999999982131	0.1584368538340871	-0.49790347475665625	0.7873066227263467	1.2166793511587888
22	0.9999999999825889	-0.15335637635846483	-0.08860617075557126	0.6338452954834598	1.0383771179442602
23	0.9999999999926417	-0.1508632939566228	0.2106716394077281	0.7876698186974174	1.6092406999242064
24	0.9999999999989075	-0.09512529768613834	0.4943041114186553	0.7660790094981883	1.704901584365216
25	0.9999999999889492	-0.37410999707223014	0.07527911541711212	0.7576663872382293	1.0135120807404279
26	0.9999999999935782	-0.15980648961483135	0.09030837090927304	0.6482380453685086	1.3806727514323098
27	0.9999999999963107	-0.19230255566458615	0.3516310802174219	0.6368408626246619	1.2710600780038173
28	0.9999999999980375	0.21707768300645905	0.15096585781619876	0.6973827928426226	1.1025109748548734
29	-0.9999999999976329	-0.08686168432997328	-0.0713477747552161	0.7740274650390628	1.6988360454154245
30	-0.999999999999041	-0.4139439578952657	-0.6210971279750533	0.8001409544300926	1.5656622078989135
31	-0.999999992881571	-0.09059419561957942	-0.08457349237504834	0.6946293318558598	1.5855437954882694
32	-0.9999999999996916	0.14097235853859014	-0.7293447835715474	0.857037764866125	1.3861310160361051
33	-0.9999999999990378	-0.2631511847825774	-0.32263589642539403	0.8218936706024167	1.3285190421016988
34	-0.9999999999942673	-0.0467484851895573	-0.29452903019103777	0.7909225963729442	1.141999200563588
35	-0.9999999999899889	0.12784552718027686	0.1383014304246129	0.7680380090679462	1.204468525921775
36	0.9999999999995548	-0.17404961614308462	0.6279894738540572	0.8168589252978672	1.292917003620473
37	0.9999999999983018	0.0004098905596713857	0.7414689515278458	0.6403929462777398	1.7256942443563756
38	-0.9999999999994754	0.20979731169486776	-0.31651533555061784	0.793012260642323	1.3217745041634736
39	-0.9999999999939477	0.04062295831849665	-0.009212416978534789	0.9086506399444864	1.2308783949733724
40	-0.9999999999868263	0.2176865630636122	0.11385951191059182	0.8645127067418784	1.1824769240154904
41	-0.9999999999965481	-0.011232372346911306	-0.02246570671961433	0.8709835295089629	1.3957159162014823
42	-0.9999999999993702	0.007041636903533135	-0.3214043742147564	0.8352322207641701	1.3518440132757217
43	-0.9999999999808812	-0.2532450086122838	0.37805506128791877	0.8663934336736004	1.3960440383319244
44	0.9999999999346145	0.2298392370670705	0.27898618962669913	0.6377737475236489	1.2597244058070196
45	0.9999999999725283	-0.40897448160482275	0.11419604206054222	0.86887153299759	1.423333724438622
46	-0.999999999970816	-0.23911914854690497	-0.0589031546747653	0.693486814615051	1.2784346452142985
47	0.9999999999992246	-0.07418099065663496	0.4893425585743789	0.7943907066298365	1.3684068542961205
48	-0.9999999999994037	0.16501087055620225	-0.5761767349416598	0.8309931334034283	1.1498851702106478
49	0.9999999999990434	0.061975047582822074	0.31539400806401097	0.8688947706587193	1.1508718893345293
50	0.9999999999955981	0.13162030091126006	0.3859588274184975	0.5025713046655841	1.249253118059939
51	-0.999999999813557	0.27790457292910203	-0.13653815311990442	0.7289221912469233	1.3178113903683173
52	0.9999999999949697	0.030309296467132377	0.32902011782363255	0.7402850544908979	1.3412355467713821
53	-0.9999999999943581	0.14370201544621222	-0.4895653732537843	0.8307959871390213	1.2981600531068798
54	0.999999999997498	0.429130681118592	-0.07011740946095989	0.6427663639928747	1.1932927533588418
55	-0.9999999999923364	-0.17931084231162372	0.22850195471471624	0.6988890338566358	1.1977052118080362
56	0.9999999999948617	0.18938488075884966	0.3386700287783943	0.8465904206830844	1.284149219346396
57	-0.999999999961058	0.09565937261968972	0.00015438247686204285	0.8422337038355083	1.2791050966833044
58	-0.9999999999716284	0.28284363144623287	0.338420145662563	0.8251889801690032	1.5918039743839494
59	-0.9999999999743233	-0.01912293876621602	0.04775488463148754	0.7716708464256099	1.4213537859762735
60	0.9999999993660532	-0.06679190892448697	0.26602052820563127	0.8782479223549551	1.5359541041024445
61	0.999999988743873	0.07398095863561677	0.24714968220674963	0.693539747217044	1.4422550497934852
62	0.999999999987109	-0.04413209257647946	0.07032628957180197	0.8739780466114322	1.3322696018791116
63	-0.999999999804725	-0.04667978471805628	-0.19688506330976666	0.662387918863396	1.440886908964715
64	0.9999999999808791	-0.05249114073302897	0.11619702386360635	0.7898810461527075	1.0837365517045074
65	-0.9999999999598963	0.12213570029933532	-0.1387769424119521	0.6964853859339896	1.2790170380113925
66	-0.9999999999981518	-0.12044167637191018	-0.3376779498618848	0.854083013441817	1.427334614548035
67	-0.9999999999971425	-0.06585575772006588	-0.5389295079876	0.7017756784111447	1.4075873371481966
68	-0.999999999967968	-0.14125712912987287	-0.23403363896645138	0.7528600910187977	1.387877109805387
69	0.9999999999988742	0.0005817937695623772	0.4343991291208517	0.8211879582681576	1.1339215671591834
70	-0.9999999999977808	-0.06217790451192522	-0.05019114292955376	0.9122566395876043	1.236738985184113
71	0.99999999998469	0.24345107000005675	0.1609085520405388	0.7254352687676211	1.1395516410763316
72	-0.9999999823289764	0.1503461371498739	-0.37601519959839497	0.7936666075303828	1.413147293889498
73	0.9999999999913303	-0.10438564768178703	0.3638936101810982	0.6927779832118698	1.4734560362939086
74	0.999999999997283	0.020097560327446723	0.2529849247911681	0.7922677759304607	1.676285927852315
75	0.999999999988818	0.14997702252889142	0.4287203711607123	0.7957468947677558	1.5309407326530744
76	0.9999999999988309	0.24673280458577318	0.42315413872721697	0.7666084527828935	1.1874564062704913
77	0.9999999999955651	0.05299572945627153	0.22009517988896027	0.7804950401267633	1.1811362153443294
78	-0.9999999999940911	0.5177849569861557	0.09409823641464483	0.8490751384747954	1.5250495069694114
79	0.9999999999887339	0.02113860652477728	0.45629783398978085	0.6358084271389924	1.9130799240750382
80	-0.9999999999890018	0.20898664397680386	-0.005787773944951367	0.6350995029575305	1.37354371253297
81	0.999999999993655	0.1653905066828309	0.11124856877899006	0.8245706101933973	1.2393787952415358
82	0.9999999997276314	0.161150931551264	0.022808559217295455	0.8137652186770615	1.2346100612794308
83	0.9999999999976003	0.12327883347526522	0.4011601704920239	0.7949174259707807	1.2456492676977555
84	0.9999999999921485	-0.2365297285654949	0.4037064776850794	0.7618416137910075	0.9900832169555273
85	-0.9999999999995577	-0.056174265012971666	-0.7134964408696084	0.8157462672357961	1.0790312252870404
86	0.9999999999984842	-0.08148162483260381	0.1929006330870761	0.7777175004167498	1.1304346041190572
87	0.9999999999988969	-0.08105266132389027	0.46192542247026425	0.7161823052091822	1.3890202522737616
88	-0.9999999999789878	0.1478260711091225	-0.008784035172723616	0.6871138751225074	1.2768761817253684
89	-0.9999999996378999	0.16738791719652163	0.15112671277146184	0.8250037887622974	1.2556865946997846
90	0.9999999999985063	0.3308609242334707	0.5559998937894465	0.7152702372501811	1.1103898803204824
91	-0.9999999999985387	-0.2768145677404516	-0.32965366867182394	0.8180966332643693	1.3588615869760574
92	-0.9999999999916093	0.31254571454070823	-0.011256948218117338	0.8585173539704514	1.3390996604011975
93	0.9999999999980824	0.24570700736521028	0.44198618265742545	0.8036464455251154	1.3360102984691364
94	0.9999999999979289	0.15832903209048801	0.38387728450331193	0.7617538962570417	1.1361262713280247
95	0.9999999999962293	0.11343534130303996	0.407841594440693	0.7459940364859434	1.2194472314352185
96	0.9999999999852472	0.12326968768841656	0.31043523742557627	0.8927855202638985	1.3698399745229801
97	-0.9999999999988691	0.24791254061693693	-0.48467864373586705	0.7571102107077403	1.2011665240645977
98	0.9999999999972382	-0.1467163488476294	0.3135399845235331	0.9131032575403851	1.3703478014056587
99	-0.9999999999980764	0.18698378694086892	0.13873074012934028	0.8236958776589008	1.4611901547778017
100	-0.9999999999944453	-0.07544751374379219	-0.15412496046565732	0.8700463819887417	1.1954014101968469
101	-0.9999999999954632	-0.10797796744941851	-0.3552079269249717	0.7629731329710647	1.210348099348547
102	0.9999999999729703	0.1726208917238897	0.3404070973792779	0.8001111620144451	1.2596958374567502
103	0.9999999999994713	0.012186086425932998	0.5751887795181603	0.8511918693113725	1.15482870287153
104	0.9999999999992113	0.19423733130062487	0.5929766334016914	0.8319219653777318	1.2888734817409704
105	-0.9999999999920489	0.032275388600830436	-0.1741410414080551	0.7598468176949311	1.5706174770894237
106	-0.9999999999930048	0.17626656894022705	-0.12482311718180493	0.6710003821787967	1.074487140382308
107	0.9999999999991112	-0.17596990381595828	0.43315650388043353	0.8447986408109687	1.178539907206155
108	-0.9999999999959661	-0.21109256866635392	-0.31571815680750137	0.8017962571942948	1.6067484580404805
109	-0.9999999999976977	0.1678844893846053	-0.12299403276584092	0.7569808529143879	1.2284333264764635
110	0.9999999999957471	-0.06999940294830041	0.07630245839116216	0.8045909292394299	1.4012683120306035
111	0.9999999999981053	-0.16487172403141026	0.5935506620997598	0.8382445346026418	1.2578592894993361
112	-0.9999999999968465	-0.238220380052213	-0.4165593498974524	0.8897613178695832	1.138569773465507
113	-0.9999999999978303	0.15872443634420322	-0.27655866476759905	0.8128908122664338	1.4273805537370567
114	0.9999999999943564	0.07575033230421876	0.11969700252112246	0.8421053347026447	1.1715414265111874
115	0.9999999999509703	-0.3798866984308177	0.4568264284632236	0.7712603341816001	1.1947448319249518
116	0.9999999998857613	0.1716424888371506	0.0709253560328735	0.8131084313799296	1.3598875366988292
117	-0.9999999999993207	0.3548877955405607	-0.614973085546425	0.7664441503296774	1.2138123991939875
118	-0.999999999997834	0.04661140575196272	0.2707201269670208	0.8117944766064789	1.2806654416031669
119	-0.9999999999969293	-0.030897058263882962	-0.09599093804661103	0.8070004501650672	1.1593315497209544
120	0.9999999999988831	0.17874517640514925	0.1475509617060247	0.7982272478659198	1.077722109010836
121	-0.9999999999952959	0.29002854230914726	-0.20064272755637333	0.7863259865632921	1.3614214133985343
122	0.9999999999526454	-0.3120452904774875	0.16098896512652272	0.8821043411860763	1.1422024196091032
123	0.9999999999995094	0.1695355817167322	0.6237042511091545	0.7702203384372139	1.6001784902069043
124	0.9999999998777779	-0.1360864952500504	-0.02047018807954796	0.8200651531776543	1.4837959857017935
125	0.9999999998734663	0.032618252288269284	0.44453849288222314	0.8465387986295059	1.4399272942930619
126	0.9999999999947645	-0.08455320464471289	0.4735119501946116	0.7559097328765749	1.2562346312763133
127	-0.9999999999986127	-0.22455511063034753	-0.28571816931043614	0.7846047116225865	1.4732943620667467
128	-0.9999999999854319	0.08487658280165818	0.006031642030557968	0.7766050531574605	1.4482725856001182
129	-0.99999999999	0.08568880006862065	-0.13578267477878397	0.7479369965150461	1.3153628077068122
130	0.9999999999960016	-0.06294696830185174	0.4692988208131636	0.8082876885589607	1.9379763740442175
131	-0.9999999999816854	-0.15940867978910583	-0.02177852294140589	0.7517756453019242	1.0802697205573173
132	0.9999999999336548	-0.28647031860989375	0.08406977922253409	0.8088535037410535	0.958857486436759
133	0.9999999999963098	0.2881726531411209	0.17893920999596508	0.8371161945412634	1.5030296648493042
134	-0.9999999999994403	0.025050680910217626	-0.8032661598788412	0.8210482731488681	1.5560946782346496
135	0.999999999999169	-0.31123133890374394	0.5568546791196404	0.8443415129203761	1.3461460934211562
136	0.9999999999835782	0.21772449171563743	0.3850887528140433	0.7634055491584224	1.256870707637212
137	-0.9999999999981294	0.046884196466719395	-0.07833491365533131	0.8160381212277862	1.2557708690309404
138	-0.9999999999979096	0.3903758317559604	-0.4403862293276829	0.8744917164060074	1.1695401347678778
139	-0.9999999999931318	-0.09614635945293303	-0.4472789915346321	0.7643408280619156	1.0173381841961275
140	0.9999999999996122	-0.07098883080353605	0.5214549489599284	0.8737901024420944	1.4766016810831235
141	0.999999999999444	0.06711811324050393	0.30972418015756054	0.7980061023296358	1.3393260044288455
142	0.9999999999900606	-0.0899894887118275	0.21040920652433134	0.6783139027470059	1.0535282707080782
143	0.9999999997583111	0.12332282765366553	-0.18531838793028965	0.8667290555898512	1.3211257304579143
144	-0.9999999999993985	0.25334252055574086	-0.33913475079881306	0.7170903591428597	1.5114256334514773
145	-0.9999999999892936	-0.2367880210654635	0.007448797914104606	0.7907318885960962	1.3998175440346798
146	0.9999999999968344	-0.003144142804962682	0.22840432379366954	0.7134840543354253	1.3357895016109949
147	0.9999999999967	0.1117130473652965	-0.11167326994137407	0.7329748191521255	1.4370569064595804
148	-0.9999999999242098	-0.06532616762363624	-0.21589759734953315	0.7169432178924268	1.218814518444299
149	-0.9999999999921748	-0.06587063969872509	0.3127964507724091	0.8014177383059018	1.1895951914731016
150	0.9999999999948744	-0.21691840720494784	-0.07869687654919182	0.7107966022321865	0.9564170638020387
151	0.9999999999656652	0.06091888796571912	0.1936469985541725	0.6661908711076614	1.306381218252642
152	0.9999999999877817	-0.2228586807843252	0.16371326584449725	0.7970277645698663	1.4630876707578713
153	0.9999999999501427	-0.007728775925914065	-0.20027301897771196	0.7420673625661044	1.2138277828381752
154	0.9999999999984177	-0.19492639341037502	0.6082397314472114	0.7676096230090163	1.3999791305269729
155	0.9999999999898502	-0.09871237209074914	0.34975860383573215	0.71530464184508	1.3498135508745697
156	-0.9999999999983146	-0.04263861690276175	-0.2949766171624694	0.7555676097595257	1.3912054630530077
157	-0.999999999993009	0.34713893565069337	-0.2539791046358284	0.8952555711163167	1.0874845060510392
158	0.9999999999533674	-0.17909101077355213	0.16509562146103873	0.8272211822759975	1.4812590104421743
159	0.9999999998638591	0.20212782788525271	0.15089185508741035	0.8846911417886016	1.1893623437796101
160	0.99999999999574	-0.3645703124564639	0.5194003258556227	0.8157032476349569	1.5253164349414337
161	0.9999999999991156	-0.06540365183635168	0.693851280509228	0.8330800000115998	1.482093034283174
162	-0.9999999998108837	0.0742609400772089	-0.013105657146274406	0.7752494997718187	1.27266120600701
163	-0.9999999999932657	-0.25293371438945556	-0.11874654319784146	0.899459776536818	1.1831050016962568
164	0.9999999999985858	-0.27198766133725155	0.4417876918579818	0.8355414799039846	1.353061889905515
165	-0.9999999999965724	-0.06602583276372015	-0.22191635824920167	0.6484693983854228	1.20743458438501
166	-0.999999999995121	-0.24142474399656894	-0.102848942439498	0.8421197304112346	1.306942345912265
167	0.9999999994165597	0.19626811792482007	-0.10737772237831945	0.9245127641012149	1.4624919138397132
168	-0.9999999999877819	0.029729164110365355	-0.2668865562243334	0.7492923791031646	1.334544227954037
169	-0.9999999999930219	0.2932374653979109	0.053338550949560914	0.7568725992893542	1.2498375910150783
170	-0.9999999999978731	-0.53205443778659	-0.23370903140134003	0.7851876335736743	1.3029443734087056
171	-0.9999999999865136	0.0374495450274246	-0.24634479501807774	0.8489905825413626	1.4472164743483724
172	0.9999999999837328	-0.08040677264092871	0.21325887099989307	0.7601304642632981	1.357166809867425
173	0.9999999999932706	-0.2740662655975672	-0.020962464487594423	0.7745734576079264	1.580676070523264
174	0.9999999999961977	-0.09990163220004575	0.39363492872201544	0.728647143960678	1.0844292134232572
175	-0.9999999999976162	0.0993761047156417	-0.034102859445937626	0.8165996850877328	1.4211799805578451
176	-0.9999999999875682	-0.12199431043626588	-0.06846522375381354	0.8633440692546838	1.197010271872362
177	0.9999999999994107	-0.005062394665394964	0.36323732006712234	0.7813093843331802	1.599501337834974
178	0.9999999999880205	0.1050864517945819	0.46964789616087005	0.8522703906669717	1.2553184320407313
179	0.9999999999988554	0.3563489788509029	0.4003172888112881	0.8520936500898552	1.4202226346927123
180	0.9999999999984543	-0.1260598445802818	0.3335287842342747	0.8149538120687566	1.3448996808836946
181	0.9999999999989688	0.11328419841270178	0.5275280995474034	0.8814494884145027	1.2013116057203264
182	-0.9999999999983652	0.4007654165483969	-0.37514851078949735	0.6812814284019773	1.2400760326691849
183	0.9999999998890725	-0.08083826306485849	0.03693892049624453	0.7944947485980337	1.32471361953172
184	-0.9999999999955861	-0.02334350030798507	-0.317356691839081	0.7541112588158094	1.25838509144319
185	-0.9999999996693276	0.3308432613341096	-0.10843927602940265	0.8495320340134953	1.2643573576780558
186	0.9999999999973788	0.15891914332704035	0.31277777582923155	0.7344753966510794	1.3377254077145107
187	-0.9999999999985472	0.12566556956522346	-0.16686570057383598	0.5975049876594678	1.6884923012833777
188	-0.9999999999875417	-0.2513411886220703	0.07240361225067445	0.853302559164444	1.3462794133745517
189	0.9999999999900376	0.06323749775246464	0.15611160815367345	0.8800123227397362	1.566320851130134
190	0.9999999999883307	0.12205366443713295	0.06209484799783207	0.8672678784990531	1.3966695021068027
191	0.9999999999983599	0.04827838311197405	0.43345255373647323	0.8707863789184015	1.4176303531852277
192	-0.9999999999422219	-0.15680453172065056	-0.24304665895413352	0.8114148022609369	1.3099100933208156
193	-0.9999999999983756	-0.05449973465230413	-0.41123261167223824	0.7405947156638838	1.1508101438334177
194	-0.9999999999936375	0.10754350045143803	-0.20984705345598412	0.7650410657814359	1.7510472963948047
195	0.9999999999918991	-0.12565160194083974	-0.004622612658433075	0.629302022283909	1.4739844135305467
196	-0.9999999999982194	-0.09755343666358611	-0.22459991903534085	0.8413530737751276	1.3349921014233366
197	0.9999999999495193	0.2732917189812704	0.5948308244142774	0.8221605889533479	1.5129472107836759
198	-0.9999999999968118	0.1442813915234139	0.0034661287346822267	0.8053960953584275	1.3020364466008076
199	0.9999999999957065	0.019702700325515583	0.18627514999902328	0.6657723779864376	1.2615911532842783
200	0.9999999999523969	-0.24296993071217404	0.00642179721446646	0.8462423474081333	1.3506175394401903
201	-0.9999999999939172	-0.05530202590872802	-0.1655760442082269	0.808315080400967	1.3938294124455235
202	0.999999999965788	-0.06106158293427365	0.12919071599878423	0.8878006202345139	1.4347633464533147
203	0.9999999993290337	-0.24616092567202605	0.20370657940039522	0.7437110825133655	1.454722538617243
204	0.9999999999607883	0.1807124865620377	-0.024641534974408998	0.8443000603672733	1.2362539819476561
205	-0.9999999999989223	-0.267201406764614	-0.21435695929354473	0.699357131417674	1.584368370692602
206	0.9999999999955145	0.03895197728387605	0.49396808416898563	0.8450996364739487	1.4305395477714382
207	0.9999999997776228	0.1907269606353138	0.3391197412300599	0.8516182932587638	1.430331683775149
208	-0.9999999999520451	-0.09051051660975619	0.00745502800117754	0.8472159330557126	1.4175686508254444
209	0.9999999999946138	-0.18566184467790292	0.050389114798065265	0.8337487055981722	1.3730034925026418
210	-0.9999999999427117	-0.09875185475930284	-0.19096541893842311	0.6908853045819003	1.330894870616595
211	0.9999999999964407	-0.1049885149701819	0.15969625151811156	0.7425361910448789	1.2602129482489852
212	0.9999999999975329	0.02545233728029555	0.4445179536672869	0.8480445650809211	1.2337507222067754
213	0.9999999999961543	0.09668522272272385	0.16108941233019178	0.8475334683777596	1.136059086657122
214	0.9999999999992497	0.2292046545770254	0.5911772476992095	0.795803965594228	1.281145929198487
215	0.9999999999611334	0.23391758919436403	0.19961032951251378	0.8438783936472188	1.502520079811313
216	0.9999999860112699	-0.024473123830924794	-0.018960910656600688	0.6633768415367594	2.035468546606952
217	-0.9999999999962517	0.00701345427251603	-0.18450388884796423	0.8879260543366162	1.6822628851894137
218	-0.9999999999800441	0.047671354820200844	0.04729859287497397	0.7863398227593544	1.569471998961201
219	0.999999999999284	0.3114443675995515	0.3125537115737138	0.7173835246197957	1.1563313492869682
220	0.9999999999997173	-0.014799977075115267	0.720581561794879	0.7830933341888939	1.2851588269082186
221	0.9999999995971275	0.022500056253703007	0.03689862449232671	0.6943485107490514	1.2981823227949403
222	0.9999999997350774	0.23909096688197282	0.07446323797176178	0.7036092775403976	1.1269707983271484
223	-0.9999999998720227	-0.06905668091834032	0.07225389087718458	0.9086379620637333	1.4549489597694654
